Rank,Candidate Name,Similarity Score
1,John,0.8386532490562335
2,Hanfei_He,0.81848915747496
3,John_Zhou,0.8175700131589676
4,Bruce_Wayne,0.8150981928073242
5,Barry_Allen,0.8093307529785786
6,Arif_Demirkan,0.8055763607037647
7,Alfred_Pennyworth,0.7968632343019184
8,Harvey_Dent,0.7903528558103137
9,Xiaoda_Li,0.7899684449305144
10,Sheen_Huang,0.7820371079854376
11,Maria_Gonzalez,0.7265189271431461
